"batsman1","bowler1","ballsFaced","fours","sixes"
"KC Sangakkara","Z Khan",19,4,0
"KD Karthik","A Chandila",2,0,0
"KD Karthik","A Flintoff",4,0,0
"KD Karthik","A Kumble",17,3,0
"KD Karthik","A Mishra",58,8,2
"KD Karthik","A Mithun",4,2,0
"KD Karthik","A Nehra",36,6,1
"KD Karthik","A Nel",6,0,1
"KD Karthik","A Nortje",2,0,0
"KD Karthik","A Singh",1,0,0
"KD Karthik","A Symonds",4,1,0
"KD Karthik","A Uniyal",4,1,0
"KD Karthik","AA Chavan",13,1,0
"KD Karthik","AA Jhunjhunwala",4,1,0
"KD Karthik","AB Agarkar",18,1,0
"KD Karthik","AB Dinda",23,4,0
"KD Karthik","AD Mascarenhas",12,0,0
"KD Karthik","AD Mathews",7,0,1
"KD Karthik","AD Russell",12,4,1
"KD Karthik","AG Murtaza",8,0,0
"KD Karthik","AJ Finch",2,0,0
"KD Karthik","AJ Tye",15,0,1
"KD Karthik","AL Menaria",3,0,0
"KD Karthik","Anureet Singh",4,1,0
"KD Karthik","AR Patel",46,7,1
"KD Karthik","Arshdeep Singh",22,5,0
"KD Karthik","AS Rajpoot",14,4,1
"KD Karthik","AS Raut",2,0,0
"KD Karthik","Avesh Khan",26,4,1
"KD Karthik","Azhar Mahmood",13,3,0
"KD Karthik","B Akhil",3,0,0
"KD Karthik","B Kumar",58,5,3
"KD Karthik","B Laughlin",18,0,1
"KD Karthik","B Lee",10,1,0
"KD Karthik","B Stanlake",2,0,0
"KD Karthik","BA Bhatt",2,1,0
"KD Karthik","BA Stokes",13,2,0
"KD Karthik","Basil Thampi",3,1,0
"KD Karthik","BAW Mendis",11,0,0
"KD Karthik","BB Sran",6,0,0
"KD Karthik","BCJ Cutting",11,0,0
"KD Karthik","BE Hendricks",7,1,0
"KD Karthik","Bipul Sharma",16,2,1
"KD Karthik","BJ Hodge",5,1,1
"KD Karthik","BMAJ Mendis",5,2,0
"KD Karthik","C Sakariya",10,2,0
"KD Karthik","CH Gayle",5,1,0
"KD Karthik","CH Morris",34,3,1
"KD Karthik","CJ Anderson",13,2,1
"KD Karthik","CJ Jordan",18,3,1
"KD Karthik","CR Brathwaite",17,1,0
"KD Karthik","CR Woakes",7,2,1
"KD Karthik","DE Bollinger",8,1,0
"KD Karthik","DJ Bravo",40,8,1
"KD Karthik","DJ Hooda",4,1,0
"KD Karthik","DJ Hussey",4,2,0
"KD Karthik","DJ Thornely",7,2,0
"KD Karthik","DJG Sammy",11,2,0
"KD Karthik","DL Chahar",16,0,2
"KD Karthik","DL Vettori",4,0,0
"KD Karthik","DP Nannes",7,0,0
"KD Karthik","DR Smith",16,4,0
"KD Karthik","DS Kulkarni",10,0,2
"KD Karthik","DT Christian",25,2,3
"KD Karthik","DW Steyn",14,0,1
"KD Karthik","FH Edwards",4,1,0
"KD Karthik","GB Hogg",7,4,0
"KD Karthik","GJ Maxwell",6,1,0
"KD Karthik","Harbhajan Singh",17,1,0
"KD Karthik","Harpreet Brar",1,0,0
"KD Karthik","HH Pandya",31,4,2
"KD Karthik","HV Patel",30,2,1
"KD Karthik","I Sharma",19,1,0
"KD Karthik","I Udana",1,0,0
"KD Karthik","IC Pandey",11,2,0
"KD Karthik","IK Pathan",32,5,0
"KD Karthik","Imran Tahir",27,2,1
"KD Karthik","Iqbal Abdulla",41,5,0
"KD Karthik","IS Sodhi",21,1,0
"KD Karthik","J Botha",2,0,0
"KD Karthik","J Syed Mohammad",22,3,1
"KD Karthik","JA Morkel",19,1,0
"KD Karthik","JC Archer",27,2,4
"KD Karthik","JD Unadkat",57,10,6
"KD Karthik","JDP Oram",2,0,1
"KD Karthik","JH Kallis",36,5,3
"KD Karthik","JJ Bumrah",35,6,3
"KD Karthik","JL Pattinson",3,1,0
"KD Karthik","JO Holder",5,0,0
"KD Karthik","Joginder Sharma",2,0,0
"KD Karthik","JP Duminy",12,1,0
"KD Karthik","JP Faulkner",22,2,0
"KD Karthik","JR Hazlewood",3,1,0
"KD Karthik","JR Hopes",2,0,0
"KD Karthik","K Gowtham",4,1,0
"KD Karthik","K Khejroliya",12,0,0
"KD Karthik","K Rabada",19,2,0
"KD Karthik","KA Pollard",22,4,0
"KD Karthik","Kartik Tyagi",4,0,1
"KD Karthik","KC Cariappa",12,1,0
"KD Karthik","KH Pandya",30,3,0
"KD Karthik","KK Ahmed",6,0,2
"KD Karthik","KK Cooper",11,2,0
"KD Karthik","KM Asif",1,0,1
"KD Karthik","KMA Paul",2,0,0
"KD Karthik","KP Appanna",6,1,0
"KD Karthik","Kuldeep Yadav",15,1,0
"KD Karthik","KV Sharma",23,2,1
"KD Karthik","KW Richardson",18,1,1
"KD Karthik","L Balaji",24,3,0
"KD Karthik","L Ngidi",12,3,0
"KD Karthik","Lalit Yadav",2,1,0
"KD Karthik","LE Plunkett",7,0,1
"KD Karthik","M Ashwin",4,1,0
"KD Karthik","M de Lange",3,0,0
"KD Karthik","M Kartik",21,1,0
"KD Karthik","M Markande",5,1,0
"KD Karthik","M Morkel",32,6,0
"KD Karthik","M Muralitharan",43,4,1
"KD Karthik","M Prasidh Krishna",8,2,0
"KD Karthik","MC Henriques",19,1,0
"KD Karthik","MG Johnson",11,4,0
"KD Karthik","MJ McClenaghan",16,0,1
"KD Karthik","MJ Santner",8,1,0
"KD Karthik","MK Tiwary",4,1,0
"KD Karthik","MM Patel",10,2,1
"KD Karthik","MM Sharma",71,9,0
"KD Karthik","MN Samuels",9,0,1
"KD Karthik","Mohammad Nabi",1,0,0
"KD Karthik","Mohammed Shami",35,5,2
"KD Karthik","Mohammed Siraj",12,1,1
"KD Karthik","MP Stoinis",13,2,0
"KD Karthik","MR Marsh",10,1,0
"KD Karthik","MS Gony",4,1,0
"KD Karthik","Mujeeb Ur Rahman",13,2,3
"KD Karthik","Mustafizur Rahman",22,5,3
"KD Karthik","NA Saini",16,3,1
"KD Karthik","NLTC Perera",6,2,0
"KD Karthik","NM Coulter-Nile",5,0,0
"KD Karthik","NT Ellis",3,0,0
"KD Karthik","O Thomas",6,0,1
"KD Karthik","P Awana",10,1,0
"KD Karthik","P Kumar",19,2,1
"KD Karthik","P Negi",9,1,0
"KD Karthik","P Parameswaran",6,2,0
"KD Karthik","P Sahu",8,2,0
"KD Karthik","PJ Cummins",10,2,0
"KD Karthik","PP Chawla",47,4,3
"KD Karthik","PP Ojha",32,4,1
"KD Karthik","PV Tambe",7,0,0
"KD Karthik","R Ashwin",51,8,1
"KD Karthik","R Bhatia",22,1,0
"KD Karthik","R Dhawan",19,4,1
"KD Karthik","R McLaren",4,1,1
"KD Karthik","R Parag",2,0,0
"KD Karthik","R Rampaul",3,0,0
"KD Karthik","R Sharma",29,3,1
"KD Karthik","R Tewatia",8,1,0
"KD Karthik","R Vinay Kumar",52,6,1
"KD Karthik","RA Jadeja",55,10,3
"KD Karthik","Rashid Khan",29,3,0
"KD Karthik","Ravi Bishnoi",13,0,0
"KD Karthik","RD Chahar",12,1,0
"KD Karthik","RE van der Merwe",12,0,0
"KD Karthik","RG Sharma",3,0,1
"KD Karthik","RJ Harris",5,0,1
"KD Karthik","RP Singh",21,2,1
"KD Karthik","RR Powar",11,0,0
"KD Karthik","RR Raje",9,2,0
"KD Karthik","RS Bopara",2,0,0
"KD Karthik","RV Gomez",5,1,1
"KD Karthik","S Aravind",6,0,0
"KD Karthik","S Dube",3,0,0
"KD Karthik","S Gopal",31,5,2
"KD Karthik","S Kaul",19,3,0
"KD Karthik","S Lamichhane",6,1,0
"KD Karthik","S Nadeem",24,2,3
"KD Karthik","S Narwal",4,0,2
"KD Karthik","S Sreesanth",9,0,0
"KD Karthik","Sandeep Sharma",32,4,4
"KD Karthik","SB Jakati",16,3,1
"KD Karthik","SC Kuggeleijn",3,0,0
"KD Karthik","Shakib Al Hasan",25,2,0
"KD Karthik","Shivam Sharma",12,2,1
"KD Karthik","Shoaib Ahmed",6,0,0
"KD Karthik","SK Raina",16,6,0
"KD Karthik","SK Trivedi",26,5,1
"KD Karthik","SK Warne",35,2,0
"KD Karthik","SL Malinga",19,1,0
"KD Karthik","SM Curran",25,7,3
"KD Karthik","SM Pollock",8,0,0
"KD Karthik","SMSM Senanayake",3,1,0
"KD Karthik","SN Thakur",24,1,1
"KD Karthik","SP Narine",34,4,1
"KD Karthik","SR Watson",26,3,0
"KD Karthik","ST Jayasuriya",11,1,1
"KD Karthik","STR Binny",16,2,1
"KD Karthik","SW Tait",27,4,1
"KD Karthik","T Natarajan",20,3,1
"KD Karthik","T Shamsi",11,0,0
"KD Karthik","TA Boult",18,5,0
"KD Karthik","TG Southee",14,1,0
"KD Karthik","TL Suman",7,2,0
"KD Karthik","UT Yadav",34,9,1
"KD Karthik","V Kohli",3,0,0
"KD Karthik","V Pratap Singh",3,0,0
"KD Karthik","V Shankar",5,0,1
"KD Karthik","VR Aaron",14,3,2
"KD Karthik","VR Iyer",1,0,0
"KD Karthik","VRV Singh",7,1,0
"KD Karthik","WA Mota",2,0,0
"KD Karthik","Washington Sundar",9,1,0
"KD Karthik","WD Parnell",13,1,0
"KD Karthik","WPUJC Vaas",6,1,2
"KD Karthik","Y Venugopal Rao",6,1,0
"KD Karthik","YA Abdulla",7,1,0
"KD Karthik","YK Pathan",18,3,0
"KD Karthik","YS Chahal",46,3,0
"KD Karthik","Yuvraj Singh",36,4,1
"KD Karthik","Z Khan",16,3,0
"KH Pandya","A Mishra",17,3,3
"KH Pandya","A Nehra",12,2,2
"KH Pandya","A Nortje",11,0,1
"KH Pandya","A Zampa",9,0,0
"KH Pandya","AD Russell",28,3,1
"KH Pandya","AJ Tye",12,2,1
"KH Pandya","AR Patel",18,0,1
"KH Pandya","Arshdeep Singh",6,1,0
"KH Pandya","AS Joseph",2,0,0
"KH Pandya","AS Rajpoot",13,3,0
"KH Pandya","AS Roy",3,0,0
"KH Pandya","Avesh Khan",3,0,0
"KH Pandya","B Kumar",16,2,0
"KH Pandya","BA Stokes",5,0,0
"KH Pandya","Basil Thampi",8,0,0
"KH Pandya","BB Sran",7,1,0
"KH Pandya","BCJ Cutting",6,2,1
"KH Pandya","Bipul Sharma",6,0,3
"KH Pandya","C de Grandhomme",5,0,1
"KH Pandya","C Sakariya",2,0,0
"KH Pandya","CH Morris",15,2,0
"KH Pandya","CJ Jordan",4,0,1
"KH Pandya","DJ Bravo",23,1,0
"KH Pandya","DJ Hooda",3,0,0
"KH Pandya","DR Sams",4,0,0
"KH Pandya","DR Smith",3,1,0
"KH Pandya","DT Christian",18,4,1
"KH Pandya","GC Viljoen",3,2,0
"KH Pandya","GJ Maxwell",17,2,0
"KH Pandya","HF Gurney",2,0,0
"KH Pandya","HV Patel",14,2,0
"KH Pandya","I Sharma",6,2,1
"KH Pandya","IK Pathan",4,0,1
"KH Pandya","Imran Tahir",26,3,2
"KH Pandya","JC Archer",14,0,0
"KH Pandya","JD Unadkat",19,2,1
"KH Pandya","JP Faulkner",13,4,0
"KH Pandya","JR Hazlewood",3,0,0
"KH Pandya","K Rabada",23,4,0
"KH Pandya","KA Jamieson",4,1,0
"KH Pandya","Kartik Tyagi",1,0,0
"KH Pandya","KC Cariappa",3,0,0
"KH Pandya","KK Ahmed",4,0,1
"KH Pandya","KMA Paul",8,2,0
"KH Pandya","Kuldeep Yadav",1,0,0
"KH Pandya","L Ngidi",8,2,1
"KH Pandya","Lalit Yadav",2,0,0
"KH Pandya","LH Ferguson",14,0,0
"KH Pandya","M Ashwin",8,3,0
"KH Pandya","M Prasidh Krishna",19,4,0
"KH Pandya","MA Wood",11,4,2
"KH Pandya","MC Henriques",3,0,0
"KH Pandya","MJ Santner",2,0,0
"KH Pandya","MM Ali",13,0,0
"KH Pandya","MM Sharma",8,4,0
"KH Pandya","Mohammad Nabi",9,0,0
"KH Pandya","Mohammed Shami",15,3,0
"KH Pandya","Mohammed Siraj",22,2,0
"KH Pandya","MP Stoinis",21,6,3
"KH Pandya","Mujeeb Ur Rahman",1,0,0
"KH Pandya","Mustafizur Rahman",25,1,2
"KH Pandya","NA Saini",1,0,0
"KH Pandya","NM Coulter-Nile",4,0,0
"KH Pandya","P Negi",9,0,0
"KH Pandya","PJ Cummins",5,0,0
"KH Pandya","PP Chawla",16,3,3
"KH Pandya","PWH de Silva",2,0,1
"KH Pandya","R Ashwin",22,0,1
"KH Pandya","R Bhatia",3,0,0
"KH Pandya","R Sathish",3,1,0
"KH Pandya","R Tewatia",18,0,2
"KH Pandya","RA Jadeja",13,1,0
"KH Pandya","Rashid Khan",20,1,1
"KH Pandya","Ravi Bishnoi",6,0,0
"KH Pandya","S Aravind",10,1,0
"KH Pandya","S Dube",4,0,0
"KH Pandya","S Gopal",4,0,0
"KH Pandya","S Kaul",20,6,2
"KH Pandya","S Lamichhane",3,1,0
"KH Pandya","S Nadeem",9,1,1
"KH Pandya","Sandeep Sharma",6,0,0
"KH Pandya","Shahbaz Ahmed",10,0,1
"KH Pandya","Shakib Al Hasan",12,2,0
"KH Pandya","Shivam Mavi",5,0,0
"KH Pandya","SN Thakur",23,0,1
"KH Pandya","SP Narine",29,3,1
"KH Pandya","STR Binny",4,0,0
"KH Pandya","T Natarajan",3,1,0
"KH Pandya","TA Boult",10,2,0
"KH Pandya","TG Southee",7,1,0
"KH Pandya","TS Mills",8,2,0
"KH Pandya","UT Yadav",8,2,0
"KH Pandya","VR Aaron",4,1,0
"KH Pandya","Washington Sundar",10,1,0
"KH Pandya","YS Chahal",39,3,3
"KH Pandya","Z Khan",13,2,1
"KJ Abbott","AD Russell",3,0,1
"KJ Abbott","NLTC Perera",1,0,0
"KJ Abbott","UT Yadav",3,0,0
"KK Ahmed","TA Boult",2,0,0
"KK Cooper","A Nehra",2,0,0
"KK Cooper","AR Patel",2,0,0
"KK Cooper","B Lee",2,0,0
"KK Cooper","Harbhajan Singh",9,0,1
"KK Cooper","Imran Tahir",8,2,0
"KK Cooper","Iqbal Abdulla",3,0,0
"KK Cooper","JP Duminy",3,0,1
"KK Cooper","JP Faulkner",3,1,1
"KK Cooper","KA Pollard",2,1,0
"KK Cooper","MM Patel",2,0,1
"KK Cooper","PP Ojha",4,0,0
"KK Cooper","S Nadeem",6,0,2
"KK Cooper","Z Khan",4,2,0
"KK Nair","A Mishra",43,8,0
"KK Nair","A Nehra",1,0,0
"KK Nair","A Zampa",18,1,0
"KK Nair","AB Dinda",22,7,0
"KK Nair","AD Mathews",9,1,0
"KK Nair","AD Russell",26,3,0
"KK Nair","Ankit Sharma",2,1,0
"KK Nair","Anureet Singh",11,0,1
"KK Nair","AR Patel",15,1,1
"KK Nair","AS Roy",3,0,0
"KK Nair","Avesh Khan",13,3,0
"KK Nair","Azhar Mahmood",2,0,0
"KK Nair","B Kumar",24,6,0
"KK Nair","BA Stokes",15,5,0
"KK Nair","Basil Thampi",6,0,1
"KK Nair","BB Sran",19,5,2
"KK Nair","BCJ Cutting",4,1,1
"KK Nair","BE Hendricks",3,1,0
"KK Nair","C de Grandhomme",2,0,0
"KK Nair","CH Morris",3,1,0
"KK Nair","CJ Jordan",10,1,0
"KK Nair","CR Woakes",11,1,0
"KK Nair","D Wiese",26,4,0
"KK Nair","DJ Bravo",18,2,4
"KK Nair","DJ Hooda",9,1,0
"KK Nair","DL Chahar",3,1,0
"KK Nair","DR Smith",3,3,0
"KK Nair","DS Kulkarni",6,1,0
"KK Nair","DT Christian",18,2,1
"KK Nair","DW Steyn",6,2,0
"KK Nair","GB Hogg",8,0,0
"KK Nair","GJ Maxwell",4,0,0
"KK Nair","GS Sandhu",8,2,1
"KK Nair","Harbhajan Singh",16,3,0
"KK Nair","HH Pandya",5,0,0
"KK Nair","HV Patel",18,4,1
"KK Nair","I Sharma",7,0,0
"KK Nair","IC Pandey",2,0,0
"KK Nair","IK Pathan",10,2,0
"KK Nair","Imran Tahir",10,1,0
"KK Nair","Iqbal Abdulla",5,0,1
"KK Nair","JA Morkel",4,2,0
"KK Nair","JC Archer",3,0,0
"KK Nair","JD Unadkat",27,4,2
"KK Nair","JJ Bumrah",9,1,0
"KK Nair","JO Holder",10,2,0
"KK Nair","JP Duminy",1,0,0
"KK Nair","JPR Scantlebury-Searles",3,0,0
"KK Nair","K Gowtham",2,0,0
"KK Nair","K Khejroliya",7,1,0
"KK Nair","K Santokie",9,1,1
"KK Nair","KA Pollard",9,1,1
"KK Nair","KC Cariappa",5,0,0
"KK Nair","KH Pandya",7,0,0
"KK Nair","Kuldeep Yadav",4,1,0
"KK Nair","KV Sharma",12,0,0
"KK Nair","L Balaji",3,1,0
"KK Nair","L Ngidi",1,0,0
"KK Nair","LE Plunkett",6,0,0
"KK Nair","M Markande",3,0,0
"KK Nair","M Morkel",5,0,0
"KK Nair","MA Starc",15,1,0
"KK Nair","MC Henriques",23,3,3
"KK Nair","MG Johnson",14,0,0
"KK Nair","MJ McClenaghan",17,2,2
"KK Nair","MM Sharma",9,0,0
"KK Nair","Mohammed Shami",21,4,0
"KK Nair","Mohammed Siraj",16,4,0
"KK Nair","MP Stoinis",3,1,0
"KK Nair","Mustafizur Rahman",15,1,0
"KK Nair","NA Saini",2,1,0
"KK Nair","NLTC Perera",11,0,0
"KK Nair","NM Coulter-Nile",21,3,1
"KK Nair","P Kumar",5,0,0
"KK Nair","P Negi",5,1,0
"KK Nair","Parvez Rasool",1,0,0
"KK Nair","PJ Sangwan",11,3,0
"KK Nair","PP Chawla",4,1,0
"KK Nair","PP Ojha",14,4,2
"KK Nair","R Ashwin",14,1,0
"KK Nair","R Bhatia",6,0,0
"KK Nair","R Rampaul",7,0,0
"KK Nair","R Sharma",5,3,0
"KK Nair","R Shukla",2,0,0
"KK Nair","R Tewatia",8,0,0
"KK Nair","R Vinay Kumar",12,1,0
"KK Nair","RA Jadeja",22,1,1
"KK Nair","Rashid Khan",14,1,0
"KK Nair","RN ten Doeschate",6,1,0
"KK Nair","S Aravind",7,1,0
"KK Nair","S Badree",3,0,0
"KK Nair","S Dube",5,1,0
"KK Nair","S Gopal",15,3,2
"KK Nair","S Kaul",27,4,2
"KK Nair","S Nadeem",7,0,0
"KK Nair","Sandeep Sharma",15,0,2
"KK Nair","Shakib Al Hasan",22,2,1
"KK Nair","Shivam Mavi",4,0,0
"KK Nair","Shivam Sharma",4,1,0
"KK Nair","SL Malinga",4,0,0
"KK Nair","SM Boland",5,2,0
"KK Nair","SN Thakur",14,2,1
"KK Nair","SP Narine",32,4,0
"KK Nair","SR Watson",13,0,1
"KK Nair","T Natarajan",2,0,0
"KK Nair","TA Boult",3,0,1
"KK Nair","TG Southee",5,1,0
"KK Nair","TS Mills",2,1,0
"KK Nair","UT Yadav",25,3,2
"KK Nair","V Kohli",1,0,0
"KK Nair","Washington Sundar",16,2,0
"KK Nair","WD Parnell",8,2,0
"KK Nair","YS Chahal",39,6,0
"KK Nair","Yuvraj Singh",13,1,0
"KK Nair","Z Khan",2,0,0
"KL Nagarkoti","A Nortje",2,0,0
"KL Nagarkoti","AS Rajpoot",4,1,0
"KL Nagarkoti","CH Morris",4,0,0
"KL Nagarkoti","Kartik Tyagi",1,0,0
"KL Nagarkoti","M Ashwin",7,0,0
"KL Nagarkoti","MP Stoinis",1,0,0
"KL Nagarkoti","NA Saini",1,0,0
"KL Nagarkoti","Ravi Bishnoi",6,0,0
"KL Nagarkoti","TK Curran",1,0,0
"KL Nagarkoti","YS Chahal",2,0,0
"KL Rahul","A Mishra",17,5,3
"KL Rahul","A Nehra",24,4,0
"KL Rahul","A Nortje",8,2,0
"KL Rahul","A Zampa",7,0,0
"KL Rahul","AB Dinda",15,2,0
"KL Rahul","Abdul Samad",3,1,0
"KL Rahul","Abhishek Sharma",5,0,0
"KL Rahul","AD Mathews",3,0,0
"KL Rahul","AD Russell",22,2,1
"KL Rahul","AN Ahmed",8,1,0
"KL Rahul","Anureet Singh",18,2,1
"KL Rahul","AR Patel",35,2,0
"KL Rahul","AS Joseph",10,1,2
"KL Rahul","AS Rajpoot",11,1,0
"KL Rahul","Avesh Khan",17,2,2
"KL Rahul","Azhar Mahmood",4,2,0
"KL Rahul","B Kumar",80,10,1
"KL Rahul","BA Stokes",27,3,0
"KL Rahul","Basil Thampi",2,0,0
"KL Rahul","BB Sran",6,1,1
"KL Rahul","BCJ Cutting",7,3,0
"KL Rahul","BE Hendricks",3,0,0
"KL Rahul","Bipul Sharma",4,1,0
"KL Rahul","BW Hilfenhaus",1,0,0
"KL Rahul","C Sakariya",33,4,4
"KL Rahul","CH Morris",43,5,5
"KL Rahul","CJ Jordan",3,0,0
"KL Rahul","CR Woakes",18,2,2
"KL Rahul","CV Varun",44,3,0
"KL Rahul","DJ Bravo",41,3,2
"KL Rahul","DJ Hooda",1,0,0
"KL Rahul","DJG Sammy",4,1,0
"KL Rahul","DL Chahar",79,13,6
"KL Rahul","DR Sams",37,2,4
"KL Rahul","DR Smith",3,0,0
"KL Rahul","DS Kulkarni",31,3,3
"KL Rahul","DT Christian",3,0,0
"KL Rahul","DW Steyn",19,4,4
"KL Rahul","FA Allen",9,1,2
"KL Rahul","GHS Garton",4,0,0
"KL Rahul","GJ Maxwell",9,0,1
"KL Rahul","Harbhajan Singh",54,5,4
"KL Rahul","HF Gurney",2,0,0
"KL Rahul","HH Pandya",48,6,4
"KL Rahul","HV Patel",29,5,1
"KL Rahul","I Sharma",12,1,0
"KL Rahul","I Udana",7,0,0
"KL Rahul","IC Pandey",3,0,0
"KL Rahul","Imran Tahir",24,1,0
"KL Rahul","IS Sodhi",23,0,1
"KL Rahul","J Suchith",24,1,1
"KL Rahul","J Yadav",9,0,0
"KL Rahul","JC Archer",60,11,3
"KL Rahul","JD Unadkat",65,10,5
"KL Rahul","JJ Bumrah",117,13,4
"KL Rahul","JL Pattinson",2,0,0
"KL Rahul","JO Holder",4,0,0
"KL Rahul","JP Behrendorff",14,1,0
"KL Rahul","JP Duminy",2,0,0
"KL Rahul","JP Faulkner",3,0,0
"KL Rahul","JPR Scantlebury-Searles",8,1,1
"KL Rahul","JR Hazlewood",30,3,3
"KL Rahul","K Gowtham",23,4,0
"KL Rahul","K Khejroliya",4,0,1
"KL Rahul","K Rabada",25,3,1
"KL Rahul","KA Jamieson",8,0,1
"KL Rahul","KA Pollard",27,1,2
"KL Rahul","Kartik Tyagi",8,1,1
"KL Rahul","KC Cariappa",2,0,0
"KL Rahul","KH Pandya",75,6,0
"KL Rahul","KJ Abbott",2,1,0
"KL Rahul","KK Ahmed",28,2,1
"KL Rahul","KL Nagarkoti",10,2,0
"KL Rahul","Kuldeep Yadav",17,2,2
"KL Rahul","L Balaji",8,0,0
"KL Rahul","L Ngidi",8,1,0
"KL Rahul","Lalit Yadav",11,3,1
"KL Rahul","LE Plunkett",2,1,0
"KL Rahul","LI Meriwala",6,1,0
"KL Rahul","M Ashwin",9,0,1
"KL Rahul","M Markande",17,2,2
"KL Rahul","M Morkel",6,1,0
"KL Rahul","M Prasidh Krishna",35,4,2
"KL Rahul","MC Henriques",9,1,0
"KL Rahul","MJ McClenaghan",57,4,6
"KL Rahul","MK Lomror",9,1,0
"KL Rahul","MM Ali",5,0,1
"KL Rahul","MM Sharma",28,4,1
"KL Rahul","Mohammad Nabi",21,6,3
"KL Rahul","Mohammed Shami",18,1,1
"KL Rahul","Mohammed Siraj",48,6,8
"KL Rahul","MP Stoinis",11,3,1
"KL Rahul","Mustafizur Rahman",30,2,1
"KL Rahul","N Rana",8,0,0
"KL Rahul","NA Saini",35,8,1
"KL Rahul","NLTC Perera",9,0,1
"KL Rahul","NM Coulter-Nile",11,1,0
"KL Rahul","P Kumar",3,2,0
"KL Rahul","P Negi",6,0,0
"KL Rahul","PJ Cummins",29,5,1
"KL Rahul","PP Chawla",19,4,1
"KL Rahul","PP Ojha",13,1,0
"KL Rahul","PV Tambe",14,0,0
"KL Rahul","PWH de Silva",12,1,1
"KL Rahul","R Ashwin",20,1,0
"KL Rahul","R Bhatia",17,1,0
"KL Rahul","R Dhawan",6,1,0
"KL Rahul","R Parag",3,1,0
"KL Rahul","R Tewatia",17,0,1
"KL Rahul","R Vinay Kumar",12,0,0
"KL Rahul","RA Jadeja",42,2,2
"KL Rahul","Rashid Khan",30,0,0
"KL Rahul","RD Chahar",35,1,1
"KL Rahul","RP Meredith",12,3,1
"KL Rahul","RP Singh",8,0,1
"KL Rahul","S Dube",9,1,3
"KL Rahul","S Gopal",40,3,0
"KL Rahul","S Kaul",19,5,1
"KL Rahul","S Lamichhane",4,1,1
"KL Rahul","S Sandeep Warrier",5,0,0
"KL Rahul","SA Abbott",5,0,0
"KL Rahul","Sandeep Sharma",63,6,2
"KL Rahul","SB Jakati",7,0,1
"KL Rahul","SC Kuggeleijn",5,0,0
"KL Rahul","Shahbaz Ahmed",31,1,1
"KL Rahul","Shakib Al Hasan",3,0,0
"KL Rahul","Shivam Mavi",28,4,1
"KL Rahul","SL Malinga",16,1,0
"KL Rahul","SM Curran",17,3,0
"KL Rahul","SN Thakur",43,9,4
"KL Rahul","SP Narine",70,7,6
"KL Rahul","T Natarajan",17,0,0
"KL Rahul","TA Boult",51,10,4
"KL Rahul","TG Southee",44,3,5
"KL Rahul","TK Curran",10,1,1
"KL Rahul","TS Mills",12,6,1
"KL Rahul","Umran Malik",8,2,0
"KL Rahul","UT Yadav",62,9,4
"KL Rahul","VR Aaron",16,2,2
"KL Rahul","VR Iyer",9,0,1
"KL Rahul","Washington Sundar",28,3,1
"KL Rahul","YS Chahal",60,6,4
"KL Rahul","Yuvraj Singh",4,0,1
"KL Rahul","Z Khan",12,1,0
"KM Jadhav","A Ashish Reddy",3,0,0
"KM Jadhav","A Kumble",7,0,0
"KM Jadhav","A Mishra",33,2,3
"KM Jadhav","A Mithun",4,0,0
"KM Jadhav","A Nehra",8,2,1
"KM Jadhav","A Nortje",6,0,0
"KM Jadhav","A Singh",1,0,0
"KM Jadhav","AB Agarkar",1,0,0
"KM Jadhav","AB Dinda",5,0,1
"KM Jadhav","Abhishek Sharma",3,0,0
"KM Jadhav","AD Russell",7,0,0
"KM Jadhav","AJ Tye",13,3,1
"KM Jadhav","AM Nayar",1,0,0
"KM Jadhav","AN Ahmed",9,3,1
"KM Jadhav","Anand Rajan",2,0,0
"KM Jadhav","Ankit Soni",4,0,1
"KM Jadhav","Anureet Singh",3,0,0
"KM Jadhav","AR Patel",12,1,0
"KM Jadhav","AS Rajpoot",2,0,0
"KM Jadhav","Avesh Khan",13,2,0
"KM Jadhav","B Kumar",33,4,0
"KM Jadhav","BA Stokes",6,2,0
"KM Jadhav","Basil Thampi",6,3,0
"KM Jadhav","BAW Mendis",3,0,0
"KM Jadhav","BB Sran",1,0,0
"KM Jadhav","BCJ Cutting",5,0,1
"KM Jadhav","C Sakariya",1,0,0
"KM Jadhav","CH Morris",14,1,0
"KM Jadhav","CK Langeveldt",1,1,0
"KM Jadhav","CR Brathwaite",8,2,2
"KM Jadhav","CR Woakes",4,1,0
"KM Jadhav","D Wiese",5,0,0
"KM Jadhav","DE Bollinger",1,0,0
"KM Jadhav","DJ Bravo",5,1,0
"KM Jadhav","DS Kulkarni",6,0,0
"KM Jadhav","DT Christian",11,1,0
"KM Jadhav","DW Steyn",15,2,0
"KM Jadhav","Harbhajan Singh",6,0,0
"KM Jadhav","Harpreet Brar",6,0,0
"KM Jadhav","HF Gurney",4,0,0
"KM Jadhav","HH Pandya",12,0,0
"KM Jadhav","HV Patel",8,1,0
"KM Jadhav","I Sharma",13,2,1
"KM Jadhav","IC Pandey",6,1,0
"KM Jadhav","IK Pathan",3,0,0
"KM Jadhav","Imran Tahir",14,0,0
"KM Jadhav","Iqbal Abdulla",14,1,0
"KM Jadhav","J Botha",3,0,1
"KM Jadhav","J Suchith",8,0,1
"KM Jadhav","JA Morkel",5,0,0
