"batsman1","bowler1","totalRuns"
"N Vanua","MRJ Watt",15
"N Vanua","Muhammad Amir",13
"N Vanua","Muhammad Wafiq",1
"N Vanua","NK Patel",3
"N Vanua","P Kerai",10
"N Vanua","PA van Meekeren",3
"N Vanua","Pavandeep Singh",4
"N Vanua","Rohan Mustafa",10
"N Vanua","S Lamichhane",8
"N Vanua","S Muniandy",10
"N Vanua","SH Obed",4
"N Vanua","Shapoor Zadran",1
"N Vanua","SM Sharif",10
"N Vanua","SO Ngoche",9
"N Vanua","Sompal Kami",13
"N Vanua","SR Bhudia",18
"N Vanua","Surinder Singh",1
"N Vanua","Syed Aziz",1
"N Vanua","T van der Gugten",2
"N Vanua","TE Kane",2
"N Vanua","TJ Murtagh",13
"N Vanua","TJG Pringle",5
"N Vanua","U Aryaman Sunil",33
"N Vanua","V Baskaran",21
"N Vanua","Virandeep Singh",16
"N Vanua","VM Vaghela",4
"N Vanua","W Nalisa",4
"N Vanua","W Viraliliu",18
"N Vanua","Yasir Mohammad",2
"N Vanua","Zahoor Khan",1
"N Vanua","ZK Shem",11
"N Wijesekera","Atif Kamal",9
"N Wijesekera","G Venkateswaran",6
"N Wijesekera","Naveed Ahmed",12
"N Wijesekera","P Taylor",11
"N Wijesekera","S Wickramasekara",4
"N Wijesekera","SJ Patel",4
"N Wijesekera","SKS Gill",3
"N Wijesekera","SMK Waththage",6
"N Wijesekera","WJ Cope",1
"N Zimonjic","Bakhtiar Tahiri",6
"N Zimonjic","H Lakov",1
"N Zimonjic","M Kadyan",9
"N Zimonjic","P Florin",1
"N Zimonjic","P Mishra",16
"N Zimonjic","S Thakur",1
"N Zimonjic","Sami Ullah",6
"N Zimonjic","Waqar Abbasi",2
"NA Greenwood","A Krishna",12
"NA Greenwood","Aaron Jones",2
"NA Greenwood","ACF Stokes",10
"NA Greenwood","Ahmed Raza",3
"NA Greenwood","Aizaz Khan",1
"NA Greenwood","Ali Khan",2
"NA Greenwood","AS Abioye",4
"NA Greenwood","B Muzarabani",5
"NA Greenwood","BE Johnson",12
"NA Greenwood","Bilal Hassun",4
"NA Greenwood","Bilal Khan",3
"NA Greenwood","CM Akachukwu",6
"NA Greenwood","D Ajekun",2
"NA Greenwood","D Heyliger",1
"NA Greenwood","DC Delany",8
"NA Greenwood","DM Nakrani",8
"NA Greenwood","DR Hooper",2
"NA Greenwood","Ehsan Khan",1
"NA Greenwood","F Nsubuga",4
"NA Greenwood","GJ Delany",1
"NA Greenwood","H Ssenyondo",2
"NA Greenwood","Haroon Arshad",2
"NA Greenwood","IO Okpe",2
"NA Greenwood","J Miyaji",9
"NA Greenwood","J Theron",5
"NA Greenwood","Janak Prakash",1
"NA Greenwood","JO Adedeji",11
"NA Greenwood","K Christie",2
"NA Greenwood","Kaleemullah",4
"NA Greenwood","LT Bichard",7
"NA Greenwood","Manpreet Singh",5
"NA Greenwood","Mohammad Nadeem",10
"NA Greenwood","MWR Stokes",17
"NA Greenwood","NA Karnik",10
"NA Greenwood","NK Patel",1
"NA Greenwood","Saad Bin Zafar",6
"NA Greenwood","SN Netravalkar",6
"NA Greenwood","U Aryaman Sunil",16
"NA Greenwood","V Baskaran",4
"NA Greenwood","VD Adewoye",18
"NA Greenwood","Waheed Ahmed",4
"NA Greenwood","Waqas Barkat",12
"NA Greenwood","WB Rankin",6
"NA Greenwood","WP Masakadza",5
"NA Greenwood","Zeeshan Maqsood",5
"NA Janes","MNR Cooray",5
"NA Janes","Mohamed Mahfooz",3
"NA Janes","Umar Adam",1
"NA Maiolo","Ahmed Wardak",1
"NA Maiolo","Bashir Shah",2
"NA Maiolo","Delawar Khan",5
"NA Maiolo","J Jojo",9
"NA Maiolo","J Sumerauer",1
"NA Maiolo","LC Le Tissier",4
"NA Maiolo","ND Laegsgaard",2
"NA Maiolo","OD Hald",7
"NA Maiolo","TCW Veillard",3
"NA Rock","B Muzarabani",2
"NA Rock","Basil Hameed",1
"NA Rock","CBRLS Kumara",1
"NA Rock","D Wiese",2
"NA Rock","DT Tiripano",5
"NA Rock","JJ Smit",3
"NA Rock","KP Meiyappan",3
"NA Rock","LM Jongwe",2
"NA Rock","NK Patel",6
"NA Rock","R Ngarava",1
"NA Rock","Rohan Mustafa",4
"NA Rock","RP Burl",2
"NA Rock","RR Behera",2
"NA Rock","SN Netravalkar",1
"NA Rock","VM Vaghela",2
"NA Rock","W Madhevere",5
"NA Rock","WP Masakadza",9
"NA Rock","Zahoor Khan",1
"NA Saini","HK Bennett",10
"NA Saini","PVD Chameera",1
"NA Saini","TG Southee",1
"Nadeem Ahmed","Abdur Razzak",1
"Nadeem Ahmed","B Regmi",1
"Nadeem Ahmed","Bilal Khan",5
"Nadeem Ahmed","Dawlat Zadran",1
"Nadeem Ahmed","JH Davey",4
"Nadeem Ahmed","JK Mukhiya",1
"Nadeem Ahmed","Khawar Ali",1
"Nadeem Ahmed","P Khadka",1
"Nadeem Ahmed","Rashid Khan",1
"Nadeem Ahmed","RD Berrington",1
"Nadeem Ahmed","RML Taylor",6
"Nadeem Ahmed","Sabbir Rahman",1
"Nadeem Ahmed","SP Gauchan",3
"Nadif Chowdhury","MF Maharoof",2
"Nadif Chowdhury","WPUJC Vaas",3
"Naeem Gull","C Rububagumya",6
"Naeem Gull","D Kansonkho",5
"Naeem Gull","DM Nakrani",4
"Naeem Gull","F Nsubuga",5
"Naeem Gull","L Monanthane",9
"Naeem Gull","M Abdulla",13
"Naeem Gull","M Leporoporo",2
"Naeem Gull","MA Baig",2
"Naeem Gull","MV Matsau",1
"Naeem Gull","OH Agbomadzie",9
"Naeem Gull","Omar Hussain",2
"Naeem Gull","SK Awiah",3
"Naeem Gull","SR Rocket",2
"Naeem Gull","YYM Jakda",6
"Naeem Gull","Z Bimenyimana",5
"Naeem Islam","A Martin",3
"Naeem Islam","AD Russell",5
"Naeem Islam","AR Cusack",2
"Naeem Islam","DE Bernard",6
"Naeem Islam","DJ Hussey",6
"Naeem Islam","DJG Sammy",9
"Naeem Islam","DL Vettori",2
"Naeem Islam","GC Tonge",7
"Naeem Islam","Harbhajan Singh",4
"Naeem Islam","I Sharma",13
"Naeem Islam","IK Pathan",9
"Naeem Islam","J Botha",5
"Naeem Islam","J Louw",1
"Naeem Islam","JA Morkel",9
"Naeem Islam","KAJ Roach",2
"Naeem Islam","MJ McClenaghan",10
"Naeem Islam","Mohammad Amir",5
"Naeem Islam","Mohammad Hafeez",1
"Naeem Islam","Mohammad Sami",3
"Naeem Islam","NL McCullum",3
"Naeem Islam","NO Miller",5
"Naeem Islam","RM West",2
"Naeem Islam","Saeed Ajmal",1
"Naeem Islam","Shahid Afridi",1
"Naeem Islam","SPD Smith",1
"Naeem Islam","TG Southee",8
"Naeem Islam","Umar Gul",2
"Naeem Islam","WB Rankin",3
"Naeem Islam","Z Khan",2
"Naiem Bameri","MNM Aslam",2
"Naiem Bameri","Shiraz Khan",1
"Naiem Bameri","UKPW Kumaranayaka",1
"Najeeb Amar","SP Gauchan",2
"Najeeb Tarakai","A Ndlovu",10
"Najeeb Tarakai","Ahmed Raza",10
"Najeeb Tarakai","Al-Amin Hossain",1
"Najeeb Tarakai","Amjad Javed",1
"Najeeb Tarakai","AR McBrine",1
"Najeeb Tarakai","BJ McCarthy",12
"Najeeb Tarakai","CA Young",1
"Najeeb Tarakai","GH Dockrell",29
"Najeeb Tarakai","Haseeb Amjad",1
"Najeeb Tarakai","Imran Haider",12
"Najeeb Tarakai","J Little",13
"Najeeb Tarakai","J Mulder",26
"Najeeb Tarakai","KJ O'Brien",32
"Najeeb Tarakai","Mashrafe Mortaza",5
"Najeeb Tarakai","Mohammad Naveed",11
"Najeeb Tarakai","Mohammad Saifuddin",11
"Najeeb Tarakai","Mohammad Shahzad (2)",8
"Najeeb Tarakai","Muhammed Shanil",9
"Najeeb Tarakai","RP Burl",2
"Najeeb Tarakai","SC Williams",2
"Najeeb Tarakai","Shakib Al Hasan",1
"Najeeb Tarakai","SR Thompson",32
"Najeeb Tarakai","Tanwir Afzal",6
"Najeeb Tarakai","WB Rankin",22
"Najibullah Zadran","A Ndlovu",23
"Najibullah Zadran","Aamir Kaleem",4
"Najibullah Zadran","Abu Hider",2
"Najibullah Zadran","Abu Jayed",12
"Najibullah Zadran","AC Evans",8
"Najibullah Zadran","AD Russell",10
"Najibullah Zadran","AF Milne",3
"Najibullah Zadran","Afif Hossain",7
"Najibullah Zadran","AG Cremer",1
"Najibullah Zadran","Ahmed Raza",2
"Najibullah Zadran","Ahsan Malik",5
"Najibullah Zadran","Aizaz Khan",32
"Najibullah Zadran","AM Fernando",1
"Najibullah Zadran","Amir Ali",6
"Najibullah Zadran","Amjad Javed",24
"Najibullah Zadran","AR McBrine",7
"Najibullah Zadran","Atif Ali Khan",6
"Najibullah Zadran","AU Rashid",11
"Najibullah Zadran","AV Lalcheta",2
"Najibullah Zadran","B Mavuta",2
"Najibullah Zadran","B Muzarabani",63
"Najibullah Zadran","BA Stokes",2
"Najibullah Zadran","Bilawal Bhatti",7
"Najibullah Zadran","BJ McCarthy",17
"Najibullah Zadran","BTJ Wheal",8
"Najibullah Zadran","C Campher",6
"Najibullah Zadran","CA Young",5
"Najibullah Zadran","CB Mpofu",10
"Najibullah Zadran","CBRLS Kumara",4
"Najibullah Zadran","CD de Lange",10
"Najibullah Zadran","CJ Chibhabha",2
"Najibullah Zadran","CJ Jordan",1
"Najibullah Zadran","CN Greaves",11
"Najibullah Zadran","CO Obuya",3
"Najibullah Zadran","CR Brathwaite",5
"Najibullah Zadran","CT Mutombodzi",1
"Najibullah Zadran","D Madushanka",12
"Najibullah Zadran","DI Allan",2
"Najibullah Zadran","DJ Bravo",19
"Najibullah Zadran","DJG Sammy",13
"Najibullah Zadran","DM de Silva",5
"Najibullah Zadran","DT Tiripano",3
"Najibullah Zadran","F Hand",8
"Najibullah Zadran","GH Dockrell",34
"Najibullah Zadran","GI Hume",16
"Najibullah Zadran","GJ Delany",49
"Najibullah Zadran","Hasan Ali",4
"Najibullah Zadran","Haseeb Amjad",12
"Najibullah Zadran","HR Walsh",9
"Najibullah Zadran","Imad Wasim",3
"Najibullah Zadran","Imran Tahir",2
"Najibullah Zadran","Irfan Ahmed",1
"Najibullah Zadran","IS Sodhi",8
"Najibullah Zadran","J Little",48
"Najibullah Zadran","J Mulder",4
"Najibullah Zadran","JDS Neesham",15
"Najibullah Zadran","JE Taylor",2
"Najibullah Zadran","JH Davey",7
"Najibullah Zadran","JN Frylinck",4
"Najibullah Zadran","JN Loftie-Eaton",2
"Najibullah Zadran","JO Holder",6
"Najibullah Zadran","Junaid Khan",2
"Najibullah Zadran","K Rabada",10
"Najibullah Zadran","KA Pollard",19
"Najibullah Zadran","Khawar Ali",14
"Najibullah Zadran","KIC Asalanka",1
"Najibullah Zadran","KM Jarvis",31
"Najibullah Zadran","KMA Paul",7
"Najibullah Zadran","KMDN Kulasekara",12
"Najibullah Zadran","KOK Williams",6
"Najibullah Zadran","L Balaji",5
"Najibullah Zadran","L Nou",8
"Najibullah Zadran","LM Jongwe",14
"Najibullah Zadran","M Ansari",25
"Najibullah Zadran","M Faraz Akram",12
"Najibullah Zadran","M Theekshana",6
"Najibullah Zadran","MA Leask",3
"Najibullah Zadran","MA Wood",1
"Najibullah Zadran","Mahedi Hasan",11
"Najibullah Zadran","MC Sorensen",3
"Najibullah Zadran","Mehran Khan",3
"Najibullah Zadran","MG Erasmus",1
"Najibullah Zadran","MJ Santner",23
"Najibullah Zadran","MJG Rippon",5
"Najibullah Zadran","MM Ali",11
"Najibullah Zadran","Mohammad Hafeez",4
"Najibullah Zadran","Mohammad Hasnain",2
"Najibullah Zadran","Mohammad Nadeem",6
"Najibullah Zadran","Mohammad Naveed",13
"Najibullah Zadran","Mohammad Saifuddin",17
"Najibullah Zadran","Mohammad Shahzad (2)",49
"Najibullah Zadran","Mohammed Qasim",1
"Najibullah Zadran","Mosaddek Hossain",8
"Najibullah Zadran","MR Adair",23
"Najibullah Zadran","MRJ Watt",16
"Najibullah Zadran","Mudassar Bukhari",1
"Najibullah Zadran","Muhammed Shanil",13
"Najibullah Zadran","Mustafizur Rahman",29
"Najibullah Zadran","N Madziva",27
"Najibullah Zadran","N Vanua",6
"Najibullah Zadran","Nadeem Ahmed",26
"Najibullah Zadran","Nasum Ahmed",3
"Najibullah Zadran","NN Odhiambo",8
"Najibullah Zadran","PKD Chase",23
"Najibullah Zadran","PM Liyanagamage",3
"Najibullah Zadran","PM Seelaar",3
"Najibullah Zadran","PW Borren",6
"Najibullah Zadran","PWH de Silva",5
"Najibullah Zadran","R Ashwin",2
"Najibullah Zadran","R Ngarava",8
"Najibullah Zadran","RA Jadeja",7
"Najibullah Zadran","RD Berrington",5
"Najibullah Zadran","RE van der Merwe",28
"Najibullah Zadran","RG Aga",3
"Najibullah Zadran","RJ Campbell",2
"Najibullah Zadran","RJ Ranpura",7
"Najibullah Zadran","Rohan Mustafa",27
"Najibullah Zadran","RP Burl",26
"Najibullah Zadran","SC Getkate",10
"Najibullah Zadran","SC Williams",4
"Najibullah Zadran","SE Rutherford",1
"Najibullah Zadran","Shadab Khan",23
"Najibullah Zadran","Shahid Afridi",13
"Najibullah Zadran","Shakib Al Hasan",13
"Najibullah Zadran","Shoriful Islam",4
"Najibullah Zadran","Sikandar Raza",22
"Najibullah Zadran","Simi Singh",13
"Najibullah Zadran","SJ Benn",1
"Najibullah Zadran","SM Curran",1
"Najibullah Zadran","SM Sharif",28
"Najibullah Zadran","SN Thakur",2
"Najibullah Zadran","SO Ngoche",5
"Najibullah Zadran","SO Tikolo",11
"Najibullah Zadran","Sompal Kami",5
"Najibullah Zadran","SP Narine",18
"Najibullah Zadran","SR Thompson",3
"Najibullah Zadran","SS Cottrell",14
"Najibullah Zadran","T Muzarabani",9
"Najibullah Zadran","T van der Gugten",4
"Najibullah Zadran","TA Boult",7
"Najibullah Zadran","Tanveer Ahmed",9
"Najibullah Zadran","TE Kane",2
"Najibullah Zadran","TG Southee",17
"Najibullah Zadran","TJ Murtagh",1
"Najibullah Zadran","TL Chatara",19
"Najibullah Zadran","TM Odoyo",1
"Najibullah Zadran","TS Chisoro",3
"Najibullah Zadran","W Madhevere",6
"Najibullah Zadran","WB Rankin",14
"Najibullah Zadran","WP Masakadza",39
"Najibullah Zadran","Zahoor Khan",1
"Najibullah Zadran","Zulfiqar Babar",12
"Najjam Shahzad","Atif Mehmood",12
"Najjam Shahzad","E Packard",1
"Najjam Shahzad","Farzan Afzal",3
"Najjam Shahzad","Jitesh Patel",10
"Najjam Shahzad","K Nestor",18
"Najjam Shahzad","MD Garratt",1
"Najjam Shahzad","ND Laegsgaard",1
"Najjam Shahzad","NH Naureen",32
"Najjam Shahzad","Sajad Ahmadzai",4
"Najjam Shahzad","Sheraz Sheikh",6
"Najjam Shahzad","Tauqeer Hussain",7
"Najjam Shahzad","TC Vine",6
"Najjam Shahzad","Washeem Abbas",1
"Najjam Shahzad","Yasir Ali",9
"Najjam Shahzad","Zulqarnain Haider (2)",4
"Namgay Thinley","Ahmed Hassan",1
"Namgay Thinley","C Pengkumta",6
"Namgay Thinley","Fitri Sham",2
"Namgay Thinley","Ibrahim Hassan",12
"Namgay Thinley","Ibrahim Rizan",2
"Namgay Thinley","K Senamontree",2
"Namgay Thinley","Khizar Hayat",5
"Namgay Thinley","L Shafeeg",1
"Namgay Thinley","Muhammad Wafiq",6
"Namgay Thinley","Pavandeep Singh",6
"Namgay Thinley","Syazrul Idrus",1
"Namgay Thinley","Umar Adam",1
"Namgay Thinley","Virandeep Singh",1
"Naseem Khushi","A Bohara",5
"Naseem Khushi","Ahsan Malik",9
"Naseem Khushi","Aizaz Khan",13
"Naseem Khushi","CA Young",14
"Naseem Khushi","Dawlat Zadran",7
"Naseem Khushi","DS Airee",6
"Naseem Khushi","Fareed Ahmad",20
"Naseem Khushi","FJ Klaassen",9
"Naseem Khushi","GH Dockrell",1
"Naseem Khushi","J Little",6
"Naseem Khushi","MA Leask",1
"Naseem Khushi","MJG Rippon",3
"Naseem Khushi","Mohammad Saifuddin",3
"Naseem Khushi","MR Adair",3
"Naseem Khushi","Nasrulla Rana",13
"Naseem Khushi","PA van Meekeren",17
"Naseem Khushi","Rashid Khan",2
"Naseem Khushi","RE van der Merwe",5
"Naseem Khushi","S Dhakal",6
"Naseem Khushi","S Lamichhane",22
"Naseem Khushi","S Snater",7
"Naseem Khushi","SC Getkate",4
"Naseem Khushi","Shakib Al Hasan",1
"Naseem Khushi","Simi Singh",5
"Naseem Khushi","SM Sharif",1
"Naseem Khushi","Sompal Kami",1
"Naseem Khushi","T van der Gugten",3
"Naseem Shah","Fareed Ahmad",2
"Naseem Shah","Fazalhaq Farooqi",12
"Naseem Shah","K Rabada",5
"Naseem Shah","PM Liyanagamage",4
"Nasir Hossain","A Mishra",1
"Nasir Hossain","AD Mathews",3
"Nasir Hossain","AG Cremer",7
"Nasir Hossain","Ahsan Malik",3
"Nasir Hossain","Aizaz Cheema",7
"Nasir Hossain","AP Devcich",3
"Nasir Hossain","AR Cusack",1
"Nasir Hossain","B Kumar",6
"Nasir Hossain","BAW Mendis",11
"Nasir Hossain","BV Vitori",2
"Nasir Hossain","CJ Anderson",4
"Nasir Hossain","CR Brathwaite",7
"Nasir Hossain","DE Bollinger",1
"Nasir Hossain","DJG Sammy",6
"Nasir Hossain","DL Vettori",20
"Nasir Hossain","DT Johnston",2
"Nasir Hossain","H Masakadza",2
"Nasir Hossain","Irfan Ahmed",1
"Nasir Hossain","JDP Oram",11
"Nasir Hossain","JP Duminy",1
"Nasir Hossain","KD Mills",11
"Nasir Hossain","KMDN Kulasekara",1
"Nasir Hossain","LV van Beek",1
"Nasir Hossain","MA Starc",7
"Nasir Hossain","MC Sorensen",5
"Nasir Hossain","Mohammed Shami",3
"Nasir Hossain","N M'shangwe",7
"Nasir Hossain","Nadeem Ahmed",6
"Nasir Hossain","Nizakat Khan",7
"Nasir Hossain","NL McCullum",25
"Nasir Hossain","NLTC Perera",5
"Nasir Hossain","P Utseya",1
"Nasir Hossain","PA van Meekeren",2
"Nasir Hossain","R Ashwin",2
"Nasir Hossain","R Rampaul",5
"Nasir Hossain","RA Jadeja",2
"Nasir Hossain","Saeed Ajmal",25
"Nasir Hossain","SC Williams",10
"Nasir Hossain","Shahid Afridi",17
"Nasir Hossain","Shoaib Malik",4
"Nasir Hossain","SK Raina",2
"Nasir Hossain","SL Malinga",2
"Nasir Hossain","SMSM Senanayake",10
"Nasir Hossain","Sohail Tanvir",10
"Nasir Hossain","SR Watson",6
"Nasir Hossain","T Panyangara",13
"Nasir Hossain","T van der Gugten",1
"Nasir Hossain","TG Southee",4
"Nasir Hossain","TS Chisoro",4
"Nasir Hossain","Yasir Arafat",5
"Nasir Hossain","Zulfiqar Babar",6
"Nasir Jamshed","AB Dinda",9
"Nasir Jamshed","Abdur Razzak",2
"Nasir Jamshed","Abul Hasan",12
"Nasir Jamshed","AF Milne",8
"Nasir Jamshed","B Kumar",18
"Nasir Jamshed","BAW Mendis",2
"Nasir Jamshed","BV Vitori",8
"Nasir Jamshed","BW Hilfenhaus",5
"Nasir Jamshed","D Wiese",2
"Nasir Jamshed","DJ Hussey",3
"Nasir Jamshed","DL Vettori",6
"Nasir Jamshed","DT Christian",9
"Nasir Jamshed","DW Steyn",13
"Nasir Jamshed","GB Hogg",34
"Nasir Jamshed","GJ Maxwell",6
"Nasir Jamshed","H Davids",1
"Nasir Jamshed","HMRKB Herath",1
"Nasir Jamshed","I Sharma",5
"Nasir Jamshed","JDP Oram",9
"Nasir Jamshed","JEC Franklin",2
"Nasir Jamshed","KD Mills",13
"Nasir Jamshed","KJ Abbott",10
"Nasir Jamshed","L Balaji",1
"Nasir Jamshed","LL Tsotsobe",21
"Nasir Jamshed","M Morkel",19
"Nasir Jamshed","MA Starc",12
"Nasir Jamshed","Mahmudullah",11
"Nasir Jamshed","NL McCullum",14
"Nasir Jamshed","NLTC Perera",1
"Nasir Jamshed","P Utseya",1
"Nasir Jamshed","PJ Cummins",26
"Nasir Jamshed","R Ashwin",10
"Nasir Jamshed","R McLaren",1
"Nasir Jamshed","Shafiul Islam",1
"Nasir Jamshed","Shakib Al Hasan",3
"Nasir Jamshed","SK Raina",4
"Nasir Jamshed","SR Watson",15
"Nasir Jamshed","ST Gabriel",6
"Nasir Jamshed","SW Masakadza",4
"Nasir Jamshed","T Panyangara",11
"Nasir Jamshed","TG Southee",4
"Nasir Jamshed","TL Chatara",1
"Nasir Jamshed","WD Parnell",2
"Nasir Jamshed","XJ Doherty",17
"Nasrulla Rana","Bilal Khan",2
"Nasrulla Rana","Fayyaz Butt",5
"Nasrulla Rana","Khawar Ali",3
"Nasrulla Rana","Zeeshan Maqsood",2
"Nasum Ahmed","AJ Tye",1
"Nasum Ahmed","AU Rashid",16
"Nasum Ahmed","Azmatullah Omarzai",4
"Nasum Ahmed","Fazalhaq Farooqi",3
"Nasum Ahmed","GD Phillips",2
"Nasum Ahmed","Haris Rauf",5
"Nasum Ahmed","JA Duffy",3
"Nasum Ahmed","JR Hazlewood",1
"Nasum Ahmed","Karim Janat",1
"Nasum Ahmed","LM Jongwe",2
"Nasum Ahmed","OC McCoy",1
"Nasum Ahmed","OF Smith",2
"Nasum Ahmed","R Shepherd",4
"Nasum Ahmed","Shaheen Shah Afridi",2
"Nasum Ahmed","TG Southee",1
"Nasum Ahmed","TS Mills",3
"Nauman Anwar","AG Cremer",10
"Nauman Anwar","P Utseya",7
"Nauman Anwar","SC Williams",1
"Naved-ul-Hasan","SPD Smith",1
"Naveed Ahmed","AG Weligamage",11
"Naveed Ahmed","Ali Masood",2
"Naveed Ahmed","Ali Yalmaz",5
"Naveed Ahmed","Aqib Iqbal",5
"Naveed Ahmed","Atif Kamal",5
"Naveed Ahmed","C Zavoiu",2
"Naveed Ahmed","Dharmendra Manani",2
"Naveed Ahmed","Habib Khan",2
"Naveed Ahmed","Ijaz Hussain",5
"Naveed Ahmed","Jaweed Sadran",2
"Naveed Ahmed","LP Kasturiarachchige",11
"Naveed Ahmed","M Simpson-Parker",4
"Naveed Ahmed","R Mangal",1
"Naveed Ahmed","Rahmatullah Mangal",2
"Naveed Ahmed","Sami Ullah",8
"Naveed Ahmed","V Vijh",2
"Naveed Ahmed","WJ Cope",1
"Naveed Ahmed","Zain Ahmad",1
"Naveed Shahid","Khalid Zahid",2
"Naveed Shahid","L Karlsson",10
"Naveen-ul-Haq","BJ McCarthy",4
"Naveen-ul-Haq","GJ Delany",2
"Naveen-ul-Haq","HR Walsh",5
"Naveen-ul-Haq","J Little",1
"Naveen-ul-Haq","KMA Paul",2
"Naveen-ul-Haq","MR Adair",4
"Navid Balouch","Ilyas Ahmed",8
"Navid Balouch","Mohammad Amin",1
"Navid Balouch","Muhammad Kashif",6
"Navid Balouch","Sayed Monib",2
"Navid Balouch","Shiraz Khan",1
"Navid Balouch","UKPW Kumaranayaka",1
"Nawaf Ahmed","S Veerapathiran",10
"Nawroz Mangal","AC Botha",4
"Nawroz Mangal","Ahsan Malik",8
"Nawroz Mangal","Aizaz Khan",19
"Nawroz Mangal","Amjad Javed",12
"Nawroz Mangal","Anshuman Rath",5
"Nawroz Mangal","AR Cusack",7
"Nawroz Mangal","AV Lalcheta",6
"Nawroz Mangal","Bilal Khan",2
"Nawroz Mangal","CA Soper",14
"Nawroz Mangal","CA Young",5
"Nawroz Mangal","CJA Amini",9
"Nawroz Mangal","CO Obuya",9
"Nawroz Mangal","DW Steyn",1
"Nawroz Mangal","E Otieno",2
"Nawroz Mangal","G Goudie",6
"Nawroz Mangal","GD Drummond",9
"Nawroz Mangal","GH Dockrell",25
"Nawroz Mangal","HA Varaiya",7
"Nawroz Mangal","Haseeb Amjad",1
"Nawroz Mangal","I Wardlaw",9
"Nawroz Mangal","IK Pathan",6
"Nawroz Mangal","Irfan Ahmed",7
"Nawroz Mangal","J Mulder",2
"Nawroz Mangal","Kaleemullah",5
"Nawroz Mangal","Khawar Ali",15
"Nawroz Mangal","KJ O'Brien",15
"Nawroz Mangal","L Balaji",10
"Nawroz Mangal","L Nou",5
"Nawroz Mangal","M Ansari",4
"Nawroz Mangal","MBS Jonkman",1
"Nawroz Mangal","MD Dai",21
"Nawroz Mangal","Mohammad Hafeez",1
"Nawroz Mangal","Mohammad Nadeem",2
"Nawroz Mangal","Mohammad Naveed",3
"Nawroz Mangal","Mudassar Bukhari",21
"Nawroz Mangal","MW Machan",1
"Nawroz Mangal","N Vanua",11
"Nawroz Mangal","Nadeem Ahmed",13
"Nawroz Mangal","NG Jones",3
"Nawroz Mangal","NM Carter",13
"Nawroz Mangal","NM Odhiambo",3
"Nawroz Mangal","NN Odhiambo",5
"Nawroz Mangal","P Khadka",5
"Nawroz Mangal","PA van Meekeren",6
"Nawroz Mangal","PC Connell",1
"Nawroz Mangal","PM Seelaar",3
"Nawroz Mangal","PW Borren",11
"Nawroz Mangal","RE van der Merwe",3
"Nawroz Mangal","RG Aga",10
"Nawroz Mangal","RG Sharma",1
"Nawroz Mangal","RM Haq",1
"Nawroz Mangal","RN ten Doeschate",2
"Nawroz Mangal","SCJ Broad",2
"Nawroz Mangal","SM Sharif",1
"Nawroz Mangal","SO Ngoche",16
"Nawroz Mangal","ST Finn",6
"Nawroz Mangal","T van der Gugten",14
"Nawroz Mangal","Tanwir Afzal",8
"Nawroz Mangal","TJ Murtagh",13
"Nawroz Mangal","TLW Cooper",4
"Nawroz Mangal","WT Gavera",5
"Nawroz Mangal","Z Khan",10
"Nawroz Mangal","Zeeshan Maqsood",4
"Nazakat Ali","DR Hooper",14
"Nazakat Ali","Izatullah Dawlatzai",4
"Nazakat Ali","JL Martel",2
"Nazakat Ali","LC Le Tissier",8
"Nazakat Ali","Muslim Yar",2
"Nazakat Ali","Sahir Naqash",4
"Nazakat Ali","W Peatfield",1
"Nazimuddin","B Lee",5
"Nazimuddin","DBL Powell",1
"Nazimuddin","HA Varaiya",3
"Nazimuddin","Iftikhar Anjum",20
"Nazimuddin","JK Kamande",3
"Nazimuddin","LN Onyango",3
"Nazimuddin","Mohammad Asif",21
"Nazimuddin","NW Bracken",1
"Nazimuddin","PJ Ongondo",5
"Nazimuddin","RL Bhudia",20
"Nazimuddin","Shahid Afridi",21
"Nazimuddin","Shoaib Akhtar",15
"Nazimuddin","Shoaib Malik",19
"Nazimuddin","Sohail Tanvir",10
"Nazimuddin","SR Clark",5
"Nazimuddin","TM Odoyo",9
"Nazimuddin","Umar Gul",4
"Nazimuddin","Wahab Riaz",1
"Nazimuddin","Yasir Arafat",12
"Nazmul Hossain","DE Bernard",1
"Nazmul Hossain","DJG Sammy",2
"Nazmul Hossain Shanto","A Ndlovu",2
"Nazmul Hossain Shanto","AF Milne",5
"Nazmul Hossain Shanto","AR Patel",3
"Nazmul Hossain Shanto","B Evans",27
"Nazmul Hossain Shanto","B Kumar",3
"Nazmul Hossain Shanto","B Muzarabani",5
"Nazmul Hossain Shanto","BFW de Leede",11
"Nazmul Hossain Shanto","CB Mpofu",6
"Nazmul Hossain Shanto","CN Ackermann",2
"Nazmul Hossain Shanto","FJ Klaassen",10
"Nazmul Hossain Shanto","Haris Rauf",11
"Nazmul Hossain Shanto","Hasan Ali",3
"Nazmul Hossain Shanto","HH Pandya",8
"Nazmul Hossain Shanto","Iftikhar Ahmed",12
"Nazmul Hossain Shanto","IS Sodhi",2
"Nazmul Hossain Shanto","JDS Neesham",5
"Nazmul Hossain Shanto","JK Masara",3
"Nazmul Hossain Shanto","K Rabada",4
"Nazmul Hossain Shanto","KM Jarvis",3
"Nazmul Hossain Shanto","LH Ferguson",2
"Nazmul Hossain Shanto","LM Jongwe",13
