"batsman1","bowler1","totalRuns"
"MV Boucher","IK Pathan",9
"MV Boucher","JA Morkel",14
"MV Boucher","JR Hopes",16
"MV Boucher","L Balaji",8
"MV Boucher","LR Shukla",2
"MV Boucher","M Kartik",22
"MV Boucher","M Muralitharan",1
"MV Boucher","MM Patel",2
"MV Boucher","Mohammad Asif",3
"MV Boucher","PJ Sangwan",16
"MV Boucher","PP Chawla",9
"MV Boucher","PP Ojha",6
"MV Boucher","R Ashwin",10
"MV Boucher","RA Jadeja",3
"MV Boucher","RP Singh",9
"MV Boucher","S Sreesanth",2
"MV Boucher","SB Styris",2
"MV Boucher","SC Ganguly",6
"MV Boucher","Shahid Afridi",4
"MV Boucher","SK Trivedi",1
"MV Boucher","SK Warne",3
"MV Boucher","SL Malinga",18
"MV Boucher","SM Pollock",16
"MV Boucher","Sohail Tanvir",1
"MV Boucher","ST Jayasuriya",8
"MV Boucher","Umar Gul",3
"MV Boucher","V Sehwag",18
"MV Boucher","VRV Singh",3
"MV Boucher","VY Mahesh",3
"MV Boucher","Yuvraj Singh",2
"N Jagadeesan","AS Joseph",2
"N Jagadeesan","I Udana",2
"N Jagadeesan","Mohammed Shami",6
"N Jagadeesan","NA Saini",1
"N Jagadeesan","R Ashwin",1
"N Jagadeesan","Rashid Khan",4
"N Jagadeesan","S Dube",8
"N Jagadeesan","Washington Sundar",3
"N Jagadeesan","YS Chahal",19
"N Pooran","A Nortje",23
"N Pooran","Abdul Samad",28
"N Pooran","Abhishek Sharma",14
"N Pooran","AD Russell",13
"N Pooran","AJ Tye",2
"N Pooran","AR Patel",8
"N Pooran","Arshdeep Singh",15
"N Pooran","AS Joseph",2
"N Pooran","Avesh Khan",8
"N Pooran","BA Stokes",1
"N Pooran","CH Morris",5
"N Pooran","CR Woakes",2
"N Pooran","CV Varun",28
"N Pooran","DJ Bravo",17
"N Pooran","DR Sams",1
"N Pooran","Harbhajan Singh",7
"N Pooran","Harpreet Brar",2
"N Pooran","HF Gurney",10
"N Pooran","HH Pandya",3
"N Pooran","HV Patel",8
"N Pooran","Imran Tahir",3
"N Pooran","JC Archer",20
"N Pooran","JD Unadkat",9
"N Pooran","JJ Bumrah",13
"N Pooran","JL Pattinson",8
"N Pooran","JO Holder",15
"N Pooran","K Rabada",16
"N Pooran","KA Pollard",13
"N Pooran","Kartik Tyagi",10
"N Pooran","KH Pandya",25
"N Pooran","KK Ahmed",49
"N Pooran","KL Nagarkoti",10
"N Pooran","Kuldeep Yadav",10
"N Pooran","LH Ferguson",14
"N Pooran","LS Livingstone",10
"N Pooran","M Markande",12
"N Pooran","M Prasidh Krishna",3
"N Pooran","MJ Santner",1
"N Pooran","MM Ali",17
"N Pooran","Mohammad Nabi",7
"N Pooran","Mohammed Shami",7
"N Pooran","Mohammed Siraj",6
"N Pooran","MP Stoinis",11
"N Pooran","MR Marsh",2
"N Pooran","Mustafizur Rahman",15
"N Pooran","NA Saini",7
"N Pooran","NT Ellis",1
"N Pooran","PJ Cummins",1
"N Pooran","PP Chawla",18
"N Pooran","PWH de Silva",5
"N Pooran","R Ashwin",15
"N Pooran","R Parag",11
"N Pooran","R Tewatia",2
"N Pooran","RA Jadeja",18
"N Pooran","Rashid Khan",13
"N Pooran","Ravi Bishnoi",6
"N Pooran","RD Chahar",32
"N Pooran","RP Meredith",15
"N Pooran","S Gopal",4
"N Pooran","S Sandeep Warrier",6
"N Pooran","Sandeep Sharma",11
"N Pooran","Shahbaz Ahmed",2
"N Pooran","SM Curran",10
"N Pooran","SN Thakur",20
"N Pooran","SP Narine",13
"N Pooran","T Natarajan",24
"N Pooran","TG Southee",1
"N Pooran","TK Curran",9
"N Pooran","TU Deshpande",14
"N Pooran","UT Yadav",7
"N Pooran","VR Aaron",12
"N Pooran","Washington Sundar",24
"N Pooran","YS Chahal",14
"N Rana","A Choudhary",6
"N Rana","A Mishra",16
"N Rana","A Nehra",6
"N Rana","A Nortje",22
"N Rana","A Zampa",15
"N Rana","AF Milne",3
"N Rana","AJ Tye",12
"N Rana","Ankit Soni",6
"N Rana","AR Patel",37
"N Rana","Arshdeep Singh",13
"N Rana","AS Joseph",1
"N Rana","AS Rajpoot",11
"N Rana","Avesh Khan",29
"N Rana","B Kumar",39
"N Rana","B Laughlin",11
"N Rana","B Stanlake",1
"N Rana","BA Stokes",16
"N Rana","Basil Thampi",14
"N Rana","BCJ Cutting",4
"N Rana","C Sakariya",7
"N Rana","CH Morris",28
"N Rana","CR Brathwaite",5
"N Rana","CR Woakes",8
"N Rana","DJ Bravo",15
"N Rana","DJ Hooda",15
"N Rana","DL Chahar",29
"N Rana","DR Sams",2
"N Rana","DR Smith",15
"N Rana","DS Kulkarni",13
"N Rana","DT Christian",1
"N Rana","DW Steyn",18
"N Rana","FA Allen",2
"N Rana","GC Viljoen",16
"N Rana","GD Phillips",11
"N Rana","GJ Maxwell",15
"N Rana","Harbhajan Singh",8
"N Rana","HH Pandya",30
"N Rana","HV Patel",23
"N Rana","I Sharma",26
"N Rana","Imran Tahir",8
"N Rana","IS Sodhi",5
"N Rana","J Suchith",9
"N Rana","JC Archer",9
"N Rana","JD Unadkat",24
"N Rana","JJ Bumrah",16
"N Rana","JO Holder",10
"N Rana","JR Hazlewood",13
"N Rana","K Gowtham",29
"N Rana","K Khejroliya",14
"N Rana","K Rabada",22
"N Rana","KA Pollard",34
"N Rana","KC Cariappa",13
"N Rana","KH Pandya",17
"N Rana","KK Ahmed",28
"N Rana","KMA Paul",2
"N Rana","Kuldeep Yadav",36
"N Rana","KV Sharma",26
"N Rana","L Ngidi",10
"N Rana","Lalit Yadav",49
"N Rana","LE Plunkett",2
"N Rana","M Ashwin",14
"N Rana","M Jansen",11
"N Rana","M Markande",17
"N Rana","M Prasidh Krishna",4
"N Rana","Mandeep Singh",13
"N Rana","MJ McClenaghan",8
"N Rana","MJ Santner",36
"N Rana","MM Ali",7
"N Rana","MM Patel",8
"N Rana","MM Sharma",31
"N Rana","Mohammad Nabi",15
"N Rana","Mohammed Shami",8
"N Rana","Mohammed Siraj",33
"N Rana","MP Stoinis",68
"N Rana","Mujeeb Ur Rahman",1
"N Rana","Mustafizur Rahman",17
"N Rana","NA Saini",20
"N Rana","NT Ellis",9
"N Rana","O Thomas",9
"N Rana","P Kumar",10
"N Rana","P Negi",18
"N Rana","R Ashwin",99
"N Rana","R Bhatia",6
"N Rana","R Parag",16
"N Rana","R Tewatia",17
"N Rana","RA Jadeja",54
"N Rana","Rashid Khan",75
"N Rana","Ravi Bishnoi",10
"N Rana","RD Chahar",25
"N Rana","RG Sharma",6
"N Rana","RP Meredith",1
"N Rana","S Aravind",6
"N Rana","S Badree",2
"N Rana","S Dube",10
"N Rana","S Gopal",8
"N Rana","S Kaul",12
"N Rana","S Nadeem",16
"N Rana","Sandeep Sharma",71
"N Rana","SB Jakati",22
"N Rana","Shakib Al Hasan",14
"N Rana","SK Raina",11
"N Rana","SL Malinga",9
"N Rana","SM Curran",10
"N Rana","SN Thakur",29
"N Rana","SP Narine",3
"N Rana","SR Watson",3
"N Rana","Swapnil Singh",18
"N Rana","T Natarajan",57
"N Rana","TA Boult",45
"N Rana","TG Southee",2
"N Rana","TK Curran",4
"N Rana","TS Mills",13
"N Rana","TU Deshpande",13
"N Rana","Umran Malik",16
"N Rana","UT Yadav",7
"N Rana","V Shankar",21
"N Rana","VR Aaron",9
"N Rana","Washington Sundar",23
"N Rana","YS Chahal",81
"N Rana","Z Khan",1
"N Saini","A Ashish Reddy",1
"N Saini","AB McDonald",14
"N Saini","AUK Pathan",1
"N Saini","CJ McKay",1
"N Saini","DJ Bravo",4
"N Saini","DL Vettori",17
"N Saini","DW Steyn",1
"N Saini","J Botha",1
"N Saini","KA Pollard",5
"N Saini","KMDN Kulasekara",2
"N Saini","KP Appanna",12
"N Saini","MM Patel",14
"N Saini","P Negi",6
"N Saini","PP Ojha",8
"N Saini","R Ashwin",1
"N Saini","R Vinay Kumar",7
"N Saini","RJ Peterson",2
"N Saini","RP Singh",17
"N Saini","S Dhawan",1
"N Saini","SW Tait",1
"N Saini","TP Sudhindra",2
"N Saini","VR Aaron",9
"N Saini","Z Khan",13
"NA Saini","A Nortje",1
"NA Saini","GJ Maxwell",1
"NA Saini","HV Patel",8
"NA Saini","JO Holder",3
"NA Saini","K Rabada",3
"NA Saini","M Ashwin",4
"NA Saini","RA Jadeja",4
"NA Saini","Ravi Bishnoi",1
"NA Saini","T Natarajan",6
"NA Saini","TS Mills",2
"Niraj Patel","A Nehra",5
"Niraj Patel","AB Agarkar",4
"Niraj Patel","AB Dinda",7
"Niraj Patel","CRD Fernando",16
"Niraj Patel","DR Smith",2
"Niraj Patel","DW Steyn",2
"Niraj Patel","IK Pathan",6
"Niraj Patel","JR Hopes",9
"Niraj Patel","M Ntini",1
"Niraj Patel","MF Maharoof",4
"Niraj Patel","MS Gony",1
"Niraj Patel","P Kumar",1
"Niraj Patel","PP Chawla",6
"Niraj Patel","R Vinay Kumar",1
"Niraj Patel","RR Powar",6
"Niraj Patel","RR Raje",12
"Niraj Patel","S Sreesanth",18
"Niraj Patel","SM Pollock",3
"Niraj Patel","SS Sarkar",3
"Niraj Patel","ST Jayasuriya",2
"Niraj Patel","VRV Singh",12
"NJ Maddinson","Harbhajan Singh",3
"NJ Maddinson","IC Pandey",4
"NJ Maddinson","JP Duminy",4
"NJ Maddinson","SL Malinga",4
"NJ Maddinson","Z Khan",5
"NJ Rimmington","WD Parnell",1
"NL McCullum","DE Bollinger",3
"NL McCullum","JA Morkel",1
"NL McCullum","R Ashwin",3
"NL McCullum","S Randiv",1
"NL McCullum","SB Jakati",7
"NL McCullum","SK Trivedi",8
"NL McCullum","SR Watson",3
"NLTC Perera","A Chandila",4
"NLTC Perera","A Mishra",1
"NLTC Perera","A Nehra",1
"NLTC Perera","AB Dinda",1
"NLTC Perera","AD Russell",7
"NLTC Perera","AR Patel",1
"NLTC Perera","Azhar Mahmood",20
"NLTC Perera","B Kumar",12
"NLTC Perera","BB Sran",2
"NLTC Perera","CH Morris",11
"NLTC Perera","CJ Jordan",2
"NLTC Perera","DJ Bravo",10
"NLTC Perera","DS Kulkarni",1
"NLTC Perera","DT Christian",2
"NLTC Perera","DW Steyn",9
"NLTC Perera","GJ Maxwell",2
"NLTC Perera","Harmeet Singh",3
"NLTC Perera","HV Patel",20
"NLTC Perera","I Sharma",5
"NLTC Perera","Imran Tahir",13
"NLTC Perera","Iqbal Abdulla",1
"NLTC Perera","JD Unadkat",15
"NLTC Perera","JH Kallis",1
"NLTC Perera","JJ Bumrah",8
"NLTC Perera","JP Duminy",2
"NLTC Perera","JP Faulkner",4
"NLTC Perera","KJ Abbott",16
"NLTC Perera","KK Cooper",7
"NLTC Perera","L Balaji",8
"NLTC Perera","M Kartik",8
"NLTC Perera","M Morkel",1
"NLTC Perera","M Muralitharan",3
"NLTC Perera","MC Henriques",7
"NLTC Perera","MJ McClenaghan",4
"NLTC Perera","MM Sharma",9
"NLTC Perera","MN Samuels",16
"NLTC Perera","Mohammed Shami",3
"NLTC Perera","MR Marsh",1
"NLTC Perera","MS Gony",8
"NLTC Perera","Mustafizur Rahman",6
"NLTC Perera","NM Coulter-Nile",1
"NLTC Perera","P Awana",11
"NLTC Perera","P Kumar",19
"NLTC Perera","PP Chawla",15
"NLTC Perera","R Ashwin",4
"NLTC Perera","R Bhatia",2
"NLTC Perera","R Dhawan",2
"NLTC Perera","R Sathish",8
"NLTC Perera","R Sharma",10
"NLTC Perera","R Vinay Kumar",10
"NLTC Perera","RP Singh",4
"NLTC Perera","Sandeep Sharma",2
"NLTC Perera","SK Trivedi",1
"NLTC Perera","SL Malinga",1
"NLTC Perera","SMSM Senanayake",1
"NLTC Perera","SP Narine",32
"NLTC Perera","SR Watson",9
"NLTC Perera","T Shamsi",6
"NLTC Perera","UT Yadav",1
"NLTC Perera","YS Chahal",11
"NM Coulter-Nile","AB Dinda",1
"NM Coulter-Nile","Arshdeep Singh",9
"NM Coulter-Nile","Avesh Khan",1
"NM Coulter-Nile","Azhar Mahmood",1
"NM Coulter-Nile","CJ Jordan",3
"NM Coulter-Nile","D Wiese",4
"NM Coulter-Nile","DJ Bravo",1
"NM Coulter-Nile","DS Kulkarni",6
"NM Coulter-Nile","GB Hogg",4
"NM Coulter-Nile","IC Pandey",4
"NM Coulter-Nile","JD Unadkat",6
"NM Coulter-Nile","JO Holder",2
"NM Coulter-Nile","JW Hastings",1
"NM Coulter-Nile","MG Johnson",6
"NM Coulter-Nile","Mohammed Shami",12
"NM Coulter-Nile","NLTC Perera",1
"NM Coulter-Nile","P Negi",1
"NM Coulter-Nile","PP Chawla",2
"NM Coulter-Nile","R Vinay Kumar",3
"NM Coulter-Nile","Rashid Khan",1
"NM Coulter-Nile","Sandeep Sharma",9
"NM Coulter-Nile","SP Narine",1
"NM Coulter-Nile","T Natarajan",1
"NM Coulter-Nile","TS Mills",1
"NM Coulter-Nile","UT Yadav",1
"NS Naik","B Kumar",3
"NS Naik","BB Sran",9
"NS Naik","CH Morris",1
"NS Naik","JJ Bumrah",2
"NS Naik","K Rabada",5
"NS Naik","MC Henriques",7
"NS Naik","Mustafizur Rahman",3
"NS Naik","S Lamichhane",1
"NT Ellis","B Kumar",8
"NT Ellis","JO Holder",3
"NT Ellis","NM Coulter-Nile",6
"NT Ellis","Rashid Khan",1
"NV Ojha","A Ashish Reddy",4
"NV Ojha","A Kumble",9
"NV Ojha","A Mishra",48
"NV Ojha","A Nehra",9
"NV Ojha","A Singh",1
"NV Ojha","A Symonds",7
"NV Ojha","AA Jhunjhunwala",8
"NV Ojha","AB Dinda",20
"NV Ojha","AB McDonald",13
"NV Ojha","AC Thomas",7
"NV Ojha","AD Mathews",28
"NV Ojha","AD Russell",8
"NV Ojha","AG Murtaza",2
"NV Ojha","AL Menaria",10
"NV Ojha","AM Salvi",1
"NV Ojha","Ankit Sharma",1
"NV Ojha","Anureet Singh",12
"NV Ojha","AR Patel",36
"NV Ojha","AS Rajpoot",4
"NV Ojha","Azhar Mahmood",5
"NV Ojha","B Lee",1
"NV Ojha","BE Hendricks",1
"NV Ojha","BJ Hodge",21
"NV Ojha","BW Hilfenhaus",1
"NV Ojha","C Munro",2
"NV Ojha","CH Gayle",2
"NV Ojha","CH Morris",8
"NV Ojha","CJ Jordan",7
"NV Ojha","CJ McKay",7
"NV Ojha","CR Brathwaite",2
"NV Ojha","CR Woakes",7
"NV Ojha","D du Preez",6
"NV Ojha","DE Bollinger",19
"NV Ojha","DJ Bravo",6
"NV Ojha","DL Vettori",11
"NV Ojha","DP Nannes",2
"NV Ojha","DR Smith",8
"NV Ojha","DS Kulkarni",3
"NV Ojha","DT Christian",4
"NV Ojha","DW Steyn",14
"NV Ojha","GB Hogg",8
"NV Ojha","Harbhajan Singh",1
"NV Ojha","Harmeet Singh",11
"NV Ojha","HH Pandya",1
"NV Ojha","HV Patel",9
"NV Ojha","I Sharma",16
"NV Ojha","IC Pandey",1
"NV Ojha","IK Pathan",7
"NV Ojha","Imran Tahir",2
"NV Ojha","Iqbal Abdulla",3
"NV Ojha","J Suchith",6
"NV Ojha","JA Morkel",68
"NV Ojha","JD Ryder",2
"NV Ojha","JD Unadkat",12
"NV Ojha","JEC Franklin",6
"NV Ojha","JH Kallis",14
"NV Ojha","JJ Bumrah",1
"NV Ojha","JO Holder",3
"NV Ojha","Joginder Sharma",15
"NV Ojha","JP Faulkner",15
"NV Ojha","JW Hastings",1
"NV Ojha","K Goel",5
"NV Ojha","KA Pollard",14
"NV Ojha","KC Cariappa",6
"NV Ojha","KK Cooper",2
"NV Ojha","Kuldeep Yadav",4
"NV Ojha","LR Shukla",6
"NV Ojha","M Ashwin",2
"NV Ojha","M Kartik",1
"NV Ojha","M Morkel",25
"NV Ojha","M Muralitharan",33
"NV Ojha","M Vijay",3
"NV Ojha","MA Starc",9
"NV Ojha","MF Maharoof",25
"NV Ojha","MG Johnson",6
"NV Ojha","MM Patel",15
"NV Ojha","MM Sharma",13
"NV Ojha","MR Marsh",2
"NV Ojha","MS Gony",6
"NV Ojha","NM Coulter-Nile",12
"NV Ojha","P Awana",1
"NV Ojha","P Kumar",34
"NV Ojha","P Negi",11
"NV Ojha","P Parameswaran",11
"NV Ojha","Pankaj Singh",1
"NV Ojha","PP Chawla",42
"NV Ojha","PP Ojha",3
"NV Ojha","PV Tambe",15
"NV Ojha","R Ashwin",15
"NV Ojha","R Bhatia",34
"NV Ojha","R Dhawan",25
"NV Ojha","R McLaren",10
"NV Ojha","R Sharma",1
"NV Ojha","R Shukla",7
"NV Ojha","R Vinay Kumar",28
"NV Ojha","RA Jadeja",1
"NV Ojha","RE van der Merwe",7
"NV Ojha","RG More",11
"NV Ojha","RG Sharma",12
"NV Ojha","RJ Harris",17
"NV Ojha","RN ten Doeschate",13
"NV Ojha","RP Singh",10
"NV Ojha","RR Powar",20
"NV Ojha","S Dhawan",13
"NV Ojha","S Kaul",1
"NV Ojha","S Kaushik",1
"NV Ojha","S Sreesanth",14
"NV Ojha","S Tyagi",18
"NV Ojha","Sandeep Sharma",28
"NV Ojha","SB Jakati",50
"NV Ojha","SE Bond",3
"NV Ojha","Shakib Al Hasan",19
"NV Ojha","Shivam Sharma",23
"NV Ojha","SJ Srivastava",29
"NV Ojha","SK Raina",18
"NV Ojha","SL Malinga",20
"NV Ojha","SP Narine",32
"NV Ojha","SR Watson",2
"NV Ojha","SS Mundhe",4
"NV Ojha","ST Jayasuriya",1
"NV Ojha","STR Binny",3
"NV Ojha","T Thushara",5
"NV Ojha","TA Boult",14
"NV Ojha","TG Southee",3
"NV Ojha","TP Sudhindra",14
"NV Ojha","UT Yadav",24
"NV Ojha","V Pratap Singh",1
"NV Ojha","VR Aaron",15
"NV Ojha","WPUJC Vaas",6
"NV Ojha","YA Abdulla",12
"NV Ojha","YS Chahal",8
"NV Ojha","Yuvraj Singh",12
"NV Ojha","Z Khan",32
"OA Shah","A Ashish Reddy",3
"OA Shah","A Mishra",4
"OA Shah","A Symonds",16
"OA Shah","Ankit Sharma",10
"OA Shah","B Lee",14
"OA Shah","BA Bhatt",8
"OA Shah","Bipul Sharma",7
"OA Shah","CH Gayle",19
"OA Shah","DE Bollinger",17
"OA Shah","DJ Bravo",16
"OA Shah","DL Vettori",7
"OA Shah","DS Kulkarni",1
"OA Shah","DW Steyn",6
"OA Shah","Harbhajan Singh",24
"OA Shah","HV Patel",8
"OA Shah","Iqbal Abdulla",4
"OA Shah","Jaskaran Singh",10
"OA Shah","JEC Franklin",17
"OA Shah","JH Kallis",7
"OA Shah","JP Duminy",4
"OA Shah","JP Faulkner",3
"OA Shah","KA Pollard",40
"OA Shah","KMDN Kulasekara",2
"OA Shah","KP Appanna",2
"OA Shah","L Balaji",1
"OA Shah","M Kartik",1
"OA Shah","M Muralitharan",7
"OA Shah","MJ Clarke",2
"OA Shah","MM Patel",9
"OA Shah","MS Gony",9
"OA Shah","P Kumar",12
"OA Shah","PP Ojha",23
"OA Shah","R Ashwin",8
"OA Shah","R Bhatia",19
"OA Shah","R McLaren",4
"OA Shah","R Vinay Kumar",24
"OA Shah","RA Jadeja",15
"OA Shah","RJ Harris",7
"OA Shah","RP Singh",4
"OA Shah","SB Jakati",8
"OA Shah","Shakib Al Hasan",10
"OA Shah","SJ Srivastava",1
"OA Shah","SK Trivedi",7
"OA Shah","SL Malinga",19
"OA Shah","SMSM Senanayake",1
"OA Shah","SP Narine",16
"OA Shah","SPD Smith",1
"OA Shah","SW Tait",3
"OA Shah","TL Suman",7
"OA Shah","UT Yadav",2
"OA Shah","V Kohli",1
"OA Shah","V Pratap Singh",9
"OA Shah","WPUJC Vaas",11
"OA Shah","YK Pathan",7
"OA Shah","Z Khan",9
"P Awana","CH Morris",1
"P Awana","M Morkel",1
"P Awana","VR Aaron",3
"P Chopra","DJ Bravo",4
"P Chopra","SN Thakur",4
"P Dogra","A Kumble",2
"P Dogra","A Mishra",15
"P Dogra","AB McDonald",1
"P Dogra","AG Murtaza",5
"P Dogra","B Lee",2
"P Dogra","IK Pathan",1
"P Dogra","JA Morkel",1
"P Dogra","JD Unadkat",5
"P Dogra","LR Shukla",5
"P Dogra","M Kartik",1
"P Dogra","MF Maharoof",1
"P Dogra","NLTC Perera",3
"P Dogra","PD Collingwood",5
"P Dogra","PJ Sangwan",8
"P Dogra","R Bhatia",6
"P Dogra","R McLaren",2
"P Dogra","R Sathish",22
"P Dogra","R Vinay Kumar",4
"P Dogra","S Ladda",19
"P Dogra","Shakib Al Hasan",1
"P Dogra","SL Malinga",5
"P Dogra","ST Jayasuriya",2
"P Dogra","T Thushara",4
"P Dogra","UT Yadav",2
"P Dogra","Z Khan",5
"P Dubey","JJ Bumrah",1
"P Dubey","KH Pandya",1
"P Dubey","NM Coulter-Nile",1
"P Dubey","RD Chahar",3
"P Dubey","TA Boult",1
"P Kumar","A Mithun",14
"P Kumar","A Nehra",2
"P Kumar","A Singh",10
"P Kumar","AB Agarkar",4
"P Kumar","AC Thomas",1
"P Kumar","B Kumar",9
"P Kumar","B Lee",2
"P Kumar","BCJ Cutting",2
"P Kumar","CH Morris",2
"P Kumar","CJ Jordan",1
"P Kumar","CK Langeveldt",3
"P Kumar","CRD Fernando",1
"P Kumar","DJ Bravo",1
"P Kumar","DP Nannes",1
"P Kumar","DR Smith",2
"P Kumar","DS Kulkarni",15
"P Kumar","DW Steyn",1
"P Kumar","FH Edwards",6
"P Kumar","GB Hogg",7
"P Kumar","GD McGrath",6
"P Kumar","Harbhajan Singh",1
"P Kumar","Harmeet Singh",1
"P Kumar","I Sharma",4
"P Kumar","IK Pathan",1
"P Kumar","J Botha",2
"P Kumar","JA Morkel",2
"P Kumar","JDP Oram",2
"P Kumar","JH Kallis",1
"P Kumar","JP Faulkner",8
"P Kumar","JR Hopes",1
"P Kumar","KA Pollard",1
"P Kumar","KK Cooper",14
"P Kumar","KMDN Kulasekara",5
"P Kumar","L Balaji",23
"P Kumar","LR Shukla",7
"P Kumar","M Ntini",6
"P Kumar","MG Johnson",5
"P Kumar","MJ McClenaghan",1
"P Kumar","MM Patel",2
"P Kumar","MM Sharma",8
"P Kumar","MN Samuels",1
"P Kumar","MP Stoinis",6
"P Kumar","MR Marsh",1
"P Kumar","Mustafizur Rahman",1
"P Kumar","NLTC Perera",3
"P Kumar","NM Coulter-Nile",1
"P Kumar","PP Ojha",1
"P Kumar","RP Singh",10
"P Kumar","S Aravind",1
"P Kumar","S Kaul",1
"P Kumar","Sandeep Sharma",2
"P Kumar","SB Styris",6
"P Kumar","SB Wagh",2
"P Kumar","SC Ganguly",7
"P Kumar","SK Trivedi",5
"P Kumar","SK Warne",27
"P Kumar","SL Malinga",13
"P Kumar","Sohail Tanvir",1
"P Kumar","SR Watson",6
"P Kumar","SW Tait",1
"P Kumar","T Henderson",1
"P Kumar","UT Yadav",14
"P Kumar","VRV Singh",7
"P Kumar","WD Parnell",2
"P Kumar","YA Abdulla",18
"P Kumar","YK Pathan",8
"P Kumar","YS Chahal",1
"P Negi","A Ashish Reddy",12
"P Negi","AB Dinda",13
"P Negi","AD Russell",7
"P Negi","AJ Tye",2
"P Negi","Ankit Soni",13
"P Negi","AR Patel",1
"P Negi","C de Grandhomme",2
"P Negi","C Munro",6
"P Negi","CH Gayle",3
"P Negi","CH Morris",8
"P Negi","CJ Anderson",13
"P Negi","CJ Jordan",1
"P Negi","CR Woakes",1
"P Negi","D Wiese",5
"P Negi","DJ Bravo",1
"P Negi","DL Chahar",2
"P Negi","DT Christian",3
"P Negi","GB Hogg",8
"P Negi","GJ Maxwell",7
"P Negi","GS Sandhu",3
"P Negi","HV Patel",11
"P Negi","Imran Tahir",1
"P Negi","Iqbal Abdulla",1
"P Negi","JH Kallis",6
"P Negi","JJ Bumrah",18
"P Negi","JP Faulkner",6
"P Negi","K Gowtham",2
"P Negi","KH Pandya",3
"P Negi","M de Lange",18
"P Negi","M Kartik",5
"P Negi","MA Starc",2
"P Negi","MJ McClenaghan",24
"P Negi","MM Sharma",3
"P Negi","O Thomas",4
"P Negi","P Kumar",5
"P Negi","P Parameswaran",1
"P Negi","PJ Cummins",16
"P Negi","R Ashwin",4
"P Negi","R Vinay Kumar",15
"P Negi","RA Jadeja",11
"P Negi","S Aravind",2
"P Negi","S Gopal",1
"P Negi","SB Jakati",7
"P Negi","SC Ganguly",3
"P Negi","Shakib Al Hasan",6
"P Negi","SL Malinga",17
"P Negi","SM Boland",3
"P Negi","SN Thakur",10
"P Negi","SP Narine",1
"P Negi","SR Watson",1
"P Negi","UT Yadav",8
"P Negi","VR Aaron",10
"P Negi","Washington Sundar",2
"P Negi","YS Chahal",7
"P Negi","Z Khan",2
"P Parameswaran","A Mithun",1
"P Ray Barman","B Kumar",6
"P Ray Barman","Mohammad Nabi",1
"P Ray Barman","Rashid Khan",5
"P Ray Barman","S Kaul",7
"P Sahu","UT Yadav",1
"P Simran Singh","B Kumar",11
"P Simran Singh","DR Sams",5
"P Simran Singh","I Sharma",8
"P Simran Singh","K Rabada",1
"P Simran Singh","KK Ahmed",9
"P Simran Singh","M Jansen",1
"P Simran Singh","M Prasidh Krishna",3
"P Simran Singh","Mohammed Siraj",2
"P Simran Singh","MP Stoinis",3
"P Simran Singh","Rashid Khan",1
"P Simran Singh","Sandeep Sharma",3
"P Simran Singh","SP Narine",1
"P Simran Singh","T Natarajan",16
"PA Patel","A Kumble",6
"PA Patel","A Mishra",4
"PA Patel","A Mithun",6
"PA Patel","A Nehra",62
"PA Patel","A Zampa",2
"PA Patel","AB Agarkar",35
"PA Patel","AB Dinda",54
"PA Patel","AC Thomas",14
"PA Patel","AD Mascarenhas",3
"PA Patel","AD Mathews",14
"PA Patel","AD Russell",10
"PA Patel","AJ Tye",25
"PA Patel","AM Salvi",2
"PA Patel","AN Ahmed",10
"PA Patel","Ankit Soni",6
"PA Patel","Anureet Singh",9
"PA Patel","AR Patel",26
"PA Patel","AS Rajpoot",20
"PA Patel","Azhar Mahmood",2
"PA Patel","B Kumar",65
"PA Patel","B Laughlin",5
"PA Patel","B Lee",13
"PA Patel","BA Stokes",18
"PA Patel","Basil Thampi",5
"PA Patel","BB Sran",9
"PA Patel","BCJ Cutting",1
"PA Patel","BJ Hodge",7
"PA Patel","BMAJ Mendis",1
"PA Patel","BW Hilfenhaus",1
"PA Patel","CH Gayle",1
"PA Patel","CH Morris",11
"PA Patel","CR Woakes",2
"PA Patel","D Salunkhe",11
"PA Patel","DE Bollinger",9
"PA Patel","DJ Bravo",20
"PA Patel","DJ Hooda",3
"PA Patel","DJ Hussey",8
"PA Patel","DJ Muthuswami",4
"PA Patel","DJ Willey",8
"PA Patel","DL Chahar",9
"PA Patel","DL Vettori",12
"PA Patel","DP Nannes",4
"PA Patel","DP Vijaykumar",5
"PA Patel","DS Kulkarni",40
"PA Patel","DT Christian",5
"PA Patel","DW Steyn",49
"PA Patel","GB Hogg",5
"PA Patel","GD McGrath",2
"PA Patel","GJ Maxwell",12
"PA Patel","Harbhajan Singh",33
"PA Patel","Harmeet Singh",19
"PA Patel","HF Gurney",1
"PA Patel","HH Pandya",3
"PA Patel","HV Patel",8
"PA Patel","I Sharma",50
"PA Patel","IK Pathan",75
"PA Patel","Imran Tahir",31
"PA Patel","Iqbal Abdulla",15
"PA Patel","IS Sodhi",1
"PA Patel","J Botha",18
"PA Patel","J Theron",18
"PA Patel","JA Morkel",5
"PA Patel","JC Archer",28
"PA Patel","JD Unadkat",45
"PA Patel","JDP Oram",13
"PA Patel","JH Kallis",34
"PA Patel","JJ Bumrah",12
"PA Patel","JO Holder",20
"PA Patel","JP Behrendorff",24
"PA Patel","JP Duminy",13
"PA Patel","JP Faulkner",15
"PA Patel","JR Hopes",11
